类目编码,类目名称,终止日期,行业类型,行业类型编码,类目名称英文,父类编码,分级
C391,计算机制造,,中国上市公司协会上市公司行业分类标准,008001,Computer Manufacturing,C39,3
C392,通信设备制造,,中国上市公司协会上市公司行业分类标准,008001,Communication Equipment Manufacturing,C39,3
C393,广播电视设备制造,,中国上市公司协会上市公司行业分类标准,008001,Radio and Television Equipment Manufacturing,C39,3
C394,雷达及配套设备制造,,中国上市公司协会上市公司行业分类标准,008001,Radar and Supporting Equipment Manufacturing,C39,3
C395,非专业视听设备制造,,中国上市公司协会上市公司行业分类标准,008001,Non-professional Audio-visual Equipment Manufacturing,C39,3
C396,智能消费设备制造,,中国上市公司协会上市公司行业分类标准,008001,Intelligent Consumer Equipment Manufacturing,C39,3
C397,电子器件制造,,中国上市公司协会上市公司行业分类标准,008001,Electronic Device Manufacturing,C39,3
C398,电子元件及电子专用材料制造,,中国上市公司协会上市公司行业分类标准,008001,Electronic Components and Electronic Materials Manufacturing,C39,3
C399,其他电子设备制造,,中国上市公司协会上市公司行业分类标准,008001,Other Electronic Equipment Manufacturing,C39,3
C40,仪器仪表制造业,,中国上市公司协会上市公司行业分类标准,008001,Instrument and Apparatus Manufacturing,CI,2
C401,通用仪器仪表制造,,中国上市公司协会上市公司行业分类标准,008001,General Instrument and Apparatus Manufacturing,C40,3
C402,专用仪器仪表制造,,中国上市公司协会上市公司行业分类标准,008001,Special Instrument and Apparatus Manufacturing,C40,3
C403,钟表与计时仪器制造,,中国上市公司协会上市公司行业分类标准,008001,Clock and Chronometer Instrument Manufacturing,C40,3
C404,光学仪器制造,,中国上市公司协会上市公司行业分类标准,008001,Optical Instrument Manufacturing,C40,3
C405,衡器制造,,中国上市公司协会上市公司行业分类标准,008001,Weighing Apparatus Manufacturing,C40,3
C409,其他仪器仪表制造业,,中国上市公司协会上市公司行业分类标准,008001,Other Instrument and Apparatus Manufacturing,C40,3
C41,其他制造业,,中国上市公司协会上市公司行业分类标准,008001,Other Manufacturing,CJ,2
C411,日用杂品制造,,中国上市公司协会上市公司行业分类标准,008001,Daily Necessities Manufacturing,C41,3
C412,核辐射加工,,中国上市公司协会上市公司行业分类标准,008001,Nuclear Radiation Processing,C41,3
C419,其他未列明制造业,,中国上市公司协会上市公司行业分类标准,008001,Other Unspecified Manufacturing,C41,3
C42,废弃资源综合利用业,,中国上市公司协会上市公司行业分类标准,008001,Waste Resources Comprehensive Utilization,CJ,2
C421,金属废料和碎屑加工处理,,中国上市公司协会上市公司行业分类标准,008001,Metal Scrap and Debris Processing,C42,3
C422,非金属废料和碎屑加工处理,,中国上市公司协会上市公司行业分类标准,008001,Nonmetal Waste and Debris Processing,C42,3
C43,金属制品、机械和设备修理业,,中国上市公司协会上市公司行业分类标准,008001,"Metal Products, Machinery and Equipment Repair",CJ,2
C431,金属制品修理,,中国上市公司协会上市公司行业分类标准,008001,Metal Products Repair,C43,3
C432,通用设备修理,,中国上市公司协会上市公司行业分类标准,008001,General Equipment Repair,C43,3
C433,专用设备修理,,中国上市公司协会上市公司行业分类标准,008001,Special Equipment Repair,C43,3
C434,铁路、船舶、航空航天等运输设备修理,,中国上市公司协会上市公司行业分类标准,008001,"Railway, Ship, Aerospace and Other Transportation Equipment Repair",C43,3
C435,电气设备修理,,中国上市公司协会上市公司行业分类标准,008001,Electrical Equipment Repair,C43,3
C436,仪器仪表修理,,中国上市公司协会上市公司行业分类标准,008001,Instrument and Apparatus Repair,C43,3
C439,其他机械和设备修理业,,中国上市公司协会上市公司行业分类标准,008001,Other Machinery and Equipment Repair,C43,3
CA,食品、饮料、烟草,,中国上市公司协会上市公司行业分类标准,008001,"Food, Beverage and Tobacco",C,1
CB,纺织、服装、鞋帽,,中国上市公司协会上市公司行业分类标准,008001,"Textile, Clothing, Footwear and Caps",C,1
CC,木材、家具,,中国上市公司协会上市公司行业分类标准,008001,Timber and Furniture,C,1
CD,造纸、印刷、文教,,中国上市公司协会上市公司行业分类标准,008001,"Papermaking, Printing, Culture and Education",C,1
CE,石油、化学、生物医药,,中国上市公司协会上市公司行业分类标准,008001,"Petroleum, Chemicals and Biomedicine",C,1
CF,金属、非金属,,中国上市公司协会上市公司行业分类标准,008001,Metal and Nonmetal,C,1
CG,专用、通用及交通运输设备,,中国上市公司协会上市公司行业分类标准,008001,"Special, General and Transportation Equipment",C,1
CH,电气、电子及通讯,,中国上市公司协会上市公司行业分类标准,008001,"Electrical, Electronic and Communication Equipment",C,1
CI,仪器、仪表,,中国上市公司协会上市公司行业分类标准,008001,Instrument and Apparatus,C,1
CJ,其他制造业,,中国上市公司协会上市公司行业分类标准,008001,Other Manufacturing,C,1
D,电力、热力、燃气及水生产和供应业,,中国上市公司协会上市公司行业分类标准,008001,"Electric Power, Heat, Gas and Water Production and Supply",0,0
D44,电力、热力生产和供应业,,中国上市公司协会上市公司行业分类标准,008001,Electric Power and Heat Production and Supply,D,2
D441,电力生产,,中国上市公司协会上市公司行业分类标准,008001,Electric Power Generation,D44,3
D442,电力供应,,中国上市公司协会上市公司行业分类标准,008001,Electric Power Supply,D44,3
D443,热力生产和供应,,中国上市公司协会上市公司行业分类标准,008001,Heat Production and Supply,D44,3
D45,燃气生产和供应业,,中国上市公司协会上市公司行业分类标准,008001,Gas Production and Supply,D,2
D451,燃气生产和供应业,,中国上市公司协会上市公司行业分类标准,008001,Gas Production and Supply,D45,3
D452,生物质燃气生产和供应业,,中国上市公司协会上市公司行业分类标准,008001,Biomass Gas Production and Supply,D45,3
D46,水的生产和供应业,,中国上市公司协会上市公司行业分类标准,008001,Water Production and Supply,D,2
D461,自来水生产和供应,,中国上市公司协会上市公司行业分类标准,008001,Tap Water Production and Supply,D46,3
D462,污水处理及其再生利用,,中国上市公司协会上市公司行业分类标准,008001,Sewage Treatment and Recycling,D46,3
D463,海水淡化处理,,中国上市公司协会上市公司行业分类标准,008001,Seawater Desalination,D46,3
D469,其他水的处理、利用与分配,,中国上市公司协会上市公司行业分类标准,008001,"Other Water Treatment, Utilization and Distribution",D46,3
E,建筑业,,中国上市公司协会上市公司行业分类标准,008001,Construction,0,0
E47,房屋建筑业,,中国上市公司协会上市公司行业分类标准,008001,Housing Industry,E,2
E471,住宅房屋建筑,,中国上市公司协会上市公司行业分类标准,008001,Residential Building Construction,E47,3
E472,体育场馆建筑,,中国上市公司协会上市公司行业分类标准,008001,Stadium Building Construction,E47,3
E479,其他房屋建筑业,,中国上市公司协会上市公司行业分类标准,008001,Other Housing Construction,E47,3
E48,土木工程建筑业,,中国上市公司协会上市公司行业分类标准,008001,Civil Engineering Construction,E,2
E481,铁路、道路、隧道和桥梁工程建筑,,中国上市公司协会上市公司行业分类标准,008001,"Railway, Highway, Tunnel and Bridge Construction",E48,3
E482,水利和水运工程建筑,,中国上市公司协会上市公司行业分类标准,008001,Water Conservancy and Water Carriage Engineering Construction,E48,3
E483,海洋工程建筑,,中国上市公司协会上市公司行业分类标准,008001,Marine Engineering Construction,E48,3
E484,工矿工程建筑,,中国上市公司协会上市公司行业分类标准,008001,Industrial and Mining Engineering Construction,E48,3
E485,架线和管道工程建筑,,中国上市公司协会上市公司行业分类标准,008001,Wiring and Pipeline Engineering Construction,E48,3
E486,节能环保工程施工,,中国上市公司协会上市公司行业分类标准,008001,Energy Saving and Environmental Protection Engineering Construction,E48,3
E487,电力工程施工,,中国上市公司协会上市公司行业分类标准,008001,Power Engineering Construction,E48,3
E489,其他土木工程建筑,,中国上市公司协会上市公司行业分类标准,008001,Other Civil Engineering Construction,E48,3
E49,建筑安装业,,中国上市公司协会上市公司行业分类标准,008001,Building Installation,E,2
E491,电气安装,,中国上市公司协会上市公司行业分类标准,008001,Electrical Installation,E49,3
E492,管道和设备安装,,中国上市公司协会上市公司行业分类标准,008001,Plumbing and Equipment Installation,E49,3
E499,其他建筑安装业,,中国上市公司协会上市公司行业分类标准,008001,Other Building Installation,E49,3
E50,建筑装饰、装修和其他建筑业,,中国上市公司协会上市公司行业分类标准,008001,Building Fiting and Decoration and Other Construction,E,2
E501,建筑装饰和装修业,,中国上市公司协会上市公司行业分类标准,008001,Building Fiting and Decoration,E50,3
E502,建筑物拆除和场地准备活动,,中国上市公司协会上市公司行业分类标准,008001,Building Demolition and Site Preparation Activities,E50,3
E503,提供施工设备服务,,中国上市公司协会上市公司行业分类标准,008001,Construction Equipment Provision Services,E50,3
E509,其他未列明建筑业,,中国上市公司协会上市公司行业分类标准,008001,Other Unspecified Construction,E50,3
F,批发和零售业,,中国上市公司协会上市公司行业分类标准,008001,Wholesale and Retail,0,0
F51,批发业,,中国上市公司协会上市公司行业分类标准,008001,Wholesale,F,2
F511,农、林、牧、渔产品批发,,中国上市公司协会上市公司行业分类标准,008001,"Agricultural, Forestry, Animal Husbandry and Fishery Products Wholesale",F51,3
F512,食品、饮料及烟草制品批发,,中国上市公司协会上市公司行业分类标准,008001,"Food, Beverage and Tobacco Wholesale",F51,3
F513,纺织、服装及家庭用品批发,,中国上市公司协会上市公司行业分类标准,008001,"Textile, Clothing and Household Goods Wholesale",F51,3
F514,文化、体育用品及器材批发,,中国上市公司协会上市公司行业分类标准,008001,"Cultural, Sporting Goods and Equipment Wholesale",F51,3
F515,医药及医疗器材批发,,中国上市公司协会上市公司行业分类标准,008001,Pharmaceutical and Medical Equipment Wholesale,F51,3
F516,矿产品、建材及化工产品批发,,中国上市公司协会上市公司行业分类标准,008001,"Mineral Products, Building Materials and Chemical Products Wholesale",F51,3
F517,机械设备、五金产品及电子产品批发,,中国上市公司协会上市公司行业分类标准,008001,"Mechanical Equipment, Hardware Products and Electronic Products Wholesale",F51,3
F518,贸易经纪与代理,,中国上市公司协会上市公司行业分类标准,008001,Trade Brokers and Agents,F51,3
F519,其他批发业,,中国上市公司协会上市公司行业分类标准,008001,Other Wholesales,F51,3
F52,零售业,,中国上市公司协会上市公司行业分类标准,008001,Retail,F,2
F521,综合零售,,中国上市公司协会上市公司行业分类标准,008001,Integrated Retail,F52,3
F522,食品、饮料及烟草制品专门零售,,中国上市公司协会上市公司行业分类标准,008001,"Food, Beverage and Tobacco Retail",F52,3
F523,纺织、服装及日用品专门零售,,中国上市公司协会上市公司行业分类标准,008001,"Textile, Clothing and Daily Necessities Retail",F52,3
F524,文化、体育用品及器材专门零售,,中国上市公司协会上市公司行业分类标准,008001,"Cultural, Sporting Goods and Equipment Retail",F52,3
F525,医药及医疗器材专门零售,,中国上市公司协会上市公司行业分类标准,008001,Pharmaceutical and Medical Equipment Retail,F52,3
F526,汽车、摩托车、零配件和燃料及其他动力销售,,中国上市公司协会上市公司行业分类标准,008001,"Cars, Motorcycles, Spare Parts, Fuel and Other Power Sale",F52,3
F527,家用电器及电子产品专门零售,,中国上市公司协会上市公司行业分类标准,008001,Household Appliances and Electronic Products Retail,F52,3
F528,五金、家具及室内装饰材料专门零售,,中国上市公司协会上市公司行业分类标准,008001,"Hardware, Furniture and Interior Decoration Materials Retail",F52,3
F529,货摊、无店铺及其他零售业,,中国上市公司协会上市公司行业分类标准,008001,"Stalls, Non-Shops and Other Retails",F52,3
G,交通运输、仓储和邮政业,,中国上市公司协会上市公司行业分类标准,008001,"Transportation, Warehousing and Post",0,0
G53,铁路运输业,,中国上市公司协会上市公司行业分类标准,008001,Railway Transportation,G,2
G531,铁路旅客运输,,中国上市公司协会上市公司行业分类标准,008001,Railway Passenger Transportation,G53,3
G532,铁路货物运输,,中国上市公司协会上市公司行业分类标准,008001,Railway Freight Transportation,G53,3
G533,铁路运输辅助活动,,中国上市公司协会上市公司行业分类标准,008001,Railway Transportation Auxiliary Activities,G53,3
G54,道路运输业,,中国上市公司协会上市公司行业分类标准,008001,Highway Transportation,G,2
G541,城市公共交通运输,,中国上市公司协会上市公司行业分类标准,008001,Urban Public Transportation,G54,3
G542,公路旅客运输,,中国上市公司协会上市公司行业分类标准,008001,Road Passenger Transportation,G54,3
G543,道路货物运输,,中国上市公司协会上市公司行业分类标准,008001,Road Freight Transportation,G54,3
G544,道路运输辅助活动,,中国上市公司协会上市公司行业分类标准,008001,Road Transportation Auxiliary Activities,G54,3
G55,水上运输业,,中国上市公司协会上市公司行业分类标准,008001,Water Transportation,G,2
G551,水上旅客运输,,中国上市公司协会上市公司行业分类标准,008001,Water Passenger Transportation,G55,3
G552,水上货物运输,,中国上市公司协会上市公司行业分类标准,008001,Water Cargo Transportation,G55,3
G553,水上运输辅助活动,,中国上市公司协会上市公司行业分类标准,008001,Water Transportation Auxiliary Activities,G55,3
G56,航空运输业,,中国上市公司协会上市公司行业分类标准,008001,Air Transportation,G,2
G561,航空客货运输,,中国上市公司协会上市公司行业分类标准,008001,Air Passenger and Freight Transportation,G56,3
G562,通用航空服务,,中国上市公司协会上市公司行业分类标准,008001,General Aviation Services,G56,3
G563,航空运输辅助活动,,中国上市公司协会上市公司行业分类标准,008001,Air Transportation Auxiliary Activities,G56,3
G57,管道运输业,,中国上市公司协会上市公司行业分类标准,008001,Pipeline Transportation,G,2
G571,海底管道运输,,中国上市公司协会上市公司行业分类标准,008001,Submarine Pipeline Transportation,G57,3
G572,陆地管道运输,,中国上市公司协会上市公司行业分类标准,008001,Land Pipeline Transportation,G57,3
G58,多式联运和运输代理业,,中国上市公司协会上市公司行业分类标准,008001,Multimodal Transportation and Transportation Agency,G,2
G581,多式联运,,中国上市公司协会上市公司行业分类标准,008001,Multimodal Transportation,G58,3
G582,运输代理业,,中国上市公司协会上市公司行业分类标准,008001,Transportation Agency,G58,3
G59,装卸搬运和仓储业,,中国上市公司协会上市公司行业分类标准,008001,Handling and Warehousing,G,2
G591,装卸搬运,,中国上市公司协会上市公司行业分类标准,008001,Handling,G59,3
G592,通用仓储,,中国上市公司协会上市公司行业分类标准,008001,General Warehousing,G59,3
G593,低温仓储,,中国上市公司协会上市公司行业分类标准,008001,Low Temperature Warehousing,G59,3
G594,危险品仓储,,中国上市公司协会上市公司行业分类标准,008001,Dangerous Goods Warehousing,G59,3
G595,谷物、棉花等农产品仓储,,中国上市公司协会上市公司行业分类标准,008001,"Grain, Cotton and Other Agricultural Products Warehousing",G59,3
G596,中药材仓储,,中国上市公司协会上市公司行业分类标准,008001,Traditional Chinese Medicine Warehousing,G59,3
G599,其他仓储业,,中国上市公司协会上市公司行业分类标准,008001,Other Warehousing,G59,3
G60,邮政业,,中国上市公司协会上市公司行业分类标准,008001,Post,G,2
G601,邮政基本服务,,中国上市公司协会上市公司行业分类标准,008001,Basic Post Services,G60,3
G602,快递服务,,中国上市公司协会上市公司行业分类标准,008001,Express Services,G60,3
G609,其他寄递服务,,中国上市公司协会上市公司行业分类标准,008001,Other Delivery Services,G60,3
H,住宿和餐饮业,,中国上市公司协会上市公司行业分类标准,008001,Lodging and Catering,0,0
H61,住宿业,,中国上市公司协会上市公司行业分类标准,008001,Lodging,H,2
H611,旅游饭店,,中国上市公司协会上市公司行业分类标准,008001,Tourist Hotel,H61,3
H612,一般旅馆,,中国上市公司协会上市公司行业分类标准,008001,General Hotel,H61,3
H613,民宿服务,,中国上市公司协会上市公司行业分类标准,008001,Home-Stay Services,H61,3
H614,露营地服务,,中国上市公司协会上市公司行业分类标准,008001,Campground Services,H61,3
H619,其他住宿业,,中国上市公司协会上市公司行业分类标准,008001,Other Lodging,H61,3
H62,餐饮业,,中国上市公司协会上市公司行业分类标准,008001,Catering Services,H,2
H621,正餐服务,,中国上市公司协会上市公司行业分类标准,008001,Dinner Services,H62,3
H622,快餐服务,,中国上市公司协会上市公司行业分类标准,008001,Fast Food Services,H62,3
H623,饮料及冷饮服务,,中国上市公司协会上市公司行业分类标准,008001,Beverage and Cold Drink Services,H62,3
H624,餐饮配送及外卖送餐服务,,中国上市公司协会上市公司行业分类标准,008001,Food Delivery and Take-Out Services,H62,3
H629,其他餐饮业,,中国上市公司协会上市公司行业分类标准,008001,Other Catering Services,H62,3
I,信息传输、软件和信息技术服务业,,中国上市公司协会上市公司行业分类标准,008001,"Information Transmission, Software and Information Technology Services",0,0
I63,电信、广播电视和卫星传输服务,,中国上市公司协会上市公司行业分类标准,008001,"Telecommunications, Radio and Television and Satellite Transmission Services",I,2
I631,电信,,中国上市公司协会上市公司行业分类标准,008001,Telecommunications,I63,3
I632,广播电视传输服务,,中国上市公司协会上市公司行业分类标准,008001,Radio and Television Transmission Services,I63,3
I633,卫星传输服务,,中国上市公司协会上市公司行业分类标准,008001,Satellite Transmission Services,I63,3
I64,互联网和相关服务,,中国上市公司协会上市公司行业分类标准,008001,Internet and Other-related Services,I,2
I641,互联网接入及相关服务,,中国上市公司协会上市公司行业分类标准,008001,Internet Access and Related Services,I64,3
I642,互联网信息服务,,中国上市公司协会上市公司行业分类标准,008001,Internet Information Services,I64,3
I643,互联网平台,,中国上市公司协会上市公司行业分类标准,008001,Internet Platform,I64,3
I644,互联网安全服务,,中国上市公司协会上市公司行业分类标准,008001,Internet Security Services,I64,3
I645,互联网数据服务,,中国上市公司协会上市公司行业分类标准,008001,Internet Data Services,I64,3
I649,其他互联网服务,,中国上市公司协会上市公司行业分类标准,008001,Other Internet Services,I64,3
I65,软件和信息技术服务业,,中国上市公司协会上市公司行业分类标准,008001,Software and Information Technology Services,I,2
I651,软件开发,,中国上市公司协会上市公司行业分类标准,008001,Software Development,I65,3
I652,集成电路设计,,中国上市公司协会上市公司行业分类标准,008001,Integrated Circuit Design,I65,3
I653,信息系统集成和物联网技术服务,,中国上市公司协会上市公司行业分类标准,008001,Information System Integration and Internet of Things Technology Services,I65,3
I654,运行维护服务,,中国上市公司协会上市公司行业分类标准,008001,Operation and Maintenance Services,I65,3
I655,信息处理和存储支持服务,,中国上市公司协会上市公司行业分类标准,008001,Information Processing and Storage Support Services,I65,3
I656,信息技术咨询服务,,中国上市公司协会上市公司行业分类标准,008001,Information Technology Consulting Services,I65,3
I657,数字内容服务,,中国上市公司协会上市公司行业分类标准,008001,Digital Content Services,I65,3
I659,其他信息技术服务业,,中国上市公司协会上市公司行业分类标准,008001,Other Information Technology Services,I65,3
J,金融业,,中国上市公司协会上市公司行业分类标准,008001,Finance,0,0
J66,货币金融服务,,中国上市公司协会上市公司行业分类标准,008001,Monetary and Financial Services,J,2
J661,中央银行服务,,中国上市公司协会上市公司行业分类标准,008001,Central Banking Services,J66,3
J662,货币银行服务,,中国上市公司协会上市公司行业分类标准,008001,Monetary Banking Services,J66,3
J663,非货币银行服务,,中国上市公司协会上市公司行业分类标准,008001,Non-monetary Banking Services,J66,3
J664,银行理财服务,,中国上市公司协会上市公司行业分类标准,008001,Bank Wealth Management Services,J66,3
J665,银行监管服务,,中国上市公司协会上市公司行业分类标准,008001,Bank Supervision Services,J66,3
J67,资本市场服务,,中国上市公司协会上市公司行业分类标准,008001,Capital Market Services,J,2
J671,证券市场服务,,中国上市公司协会上市公司行业分类标准,008001,Securities Market Services,J67,3
J672,公开募集证券投资基金,,中国上市公司协会上市公司行业分类标准,008001,Mutual Fund,J67,3
J673,非公开募集投资基金,,中国上市公司协会上市公司行业分类标准,008001,Private Fund,J67,3
J674,期货市场服务,,中国上市公司协会上市公司行业分类标准,008001,Futures Market Services,J67,3
J675,证券期货监管服务,,中国上市公司协会上市公司行业分类标准,008001,Securities and Futures Regulatory Services,J67,3
J679,其他资本市场服务,,中国上市公司协会上市公司行业分类标准,008001,Other Capital Market Services,J67,3
J68,保险业,,中国上市公司协会上市公司行业分类标准,008001,Insurance,J,2
J681,人身保险,,中国上市公司协会上市公司行业分类标准,008001,Life Insurance,J68,3
J682,财产保险,,中国上市公司协会上市公司行业分类标准,008001,Property Insurance,J68,3
J683,再保险,,中国上市公司协会上市公司行业分类标准,008001,Reinsurance,J68,3
J684,商业养老金,,中国上市公司协会上市公司行业分类标准,008001,Commercial Pension,J68,3
J685,保险中介服务,,中国上市公司协会上市公司行业分类标准,008001,Insurance Intermediary Services,J68,3
J686,保险资产管理,,中国上市公司协会上市公司行业分类标准,008001,Insurance Asset Management,J68,3
J687,保险监管服务,,中国上市公司协会上市公司行业分类标准,008001,Insurance Regulatory Services,J68,3
J689,其他保险活动,,中国上市公司协会上市公司行业分类标准,008001,Other Insurance Activities,J68,3
J69,其他金融业,,中国上市公司协会上市公司行业分类标准,008001,Other Financial Services,J,2
J691,金融信托与管理服务,,中国上市公司协会上市公司行业分类标准,008001,Financial Trust and Management Services,J69,3
J692,控股公司服务,,中国上市公司协会上市公司行业分类标准,008001,Holding Company Services,J69,3
J693,非金融机构支付服务,,中国上市公司协会上市公司行业分类标准,008001,Non-financial Institutions Payment Services,J69,3
J694,金融信息服务,,中国上市公司协会上市公司行业分类标准,008001,Financial Information Services,J69,3
J695,金融资产管理公司,,中国上市公司协会上市公司行业分类标准,008001,Asset Management Corporation,J69,3
J699,其他未列明金融业,,中国上市公司协会上市公司行业分类标准,008001,Other Unspecified Financial Services,J69,3
K,房地产业,,中国上市公司协会上市公司行业分类标准,008001,Real Estate,0,0
K70,房地产业,,中国上市公司协会上市公司行业分类标准,008001,Real Estate,K,2
K701,房地产开发经营,,中国上市公司协会上市公司行业分类标准,008001,Real Estate Development and Operation,K70,3
K702,物业管理,,中国上市公司协会上市公司行业分类标准,008001,Property Management,K70,3
K703,房地产中介服务,,中国上市公司协会上市公司行业分类标准,008001,Real Estate Agency Services,K70,3
K704,房地产租赁经营,,中国上市公司协会上市公司行业分类标准,008001,Real Estate Leasing and Operation,K70,3
K709,其他房地产业,,中国上市公司协会上市公司行业分类标准,008001,Other Real Estate,K70,3
L,租赁和商务服务业,,中国上市公司协会上市公司行业分类标准,008001,Leasing and Business Services,0,0
L71,租赁业,,中国上市公司协会上市公司行业分类标准,008001,Leasing,L,2
L711,机械设备经营租赁,,中国上市公司协会上市公司行业分类标准,008001,Mechanical Equipment Operating Leasing,L71,3
L712,文体设备和用品出租,,中国上市公司协会上市公司行业分类标准,008001,Stationery Sports Equipment and Goods Leasing,L71,3
L713,日用品出租,,中国上市公司协会上市公司行业分类标准,008001,Daily Necessities Leasing,L71,3
L72,商务服务业,,中国上市公司协会上市公司行业分类标准,008001,Business Services,L,2
L721,组织管理服务,,中国上市公司协会上市公司行业分类标准,008001,Organization Management Services,L72,3
L722,综合管理服务,,中国上市公司协会上市公司行业分类标准,008001,Integrated Management Services,L72,3
L723,法律服务,,中国上市公司协会上市公司行业分类标准,008001,Legal Services,L72,3
L724,咨询与调查,,中国上市公司协会上市公司行业分类标准,008001,Consultation and Investigation,L72,3
L725,广告业,,中国上市公司协会上市公司行业分类标准,008001,Advertising,L72,3
L726,人力资源服务,,中国上市公司协会上市公司行业分类标准,008001,Human Resource Services,L72,3
L727,安全保护服务,,中国上市公司协会上市公司行业分类标准,008001,Security Guard Service,L72,3
L728,会议、展览及相关服务,,中国上市公司协会上市公司行业分类标准,008001,"Conference, Exhibition and Related Services",L72,3
L729,其他商务服务业,,中国上市公司协会上市公司行业分类标准,008001,Other Business Services,L72,3
M,科学研究和技术服务业,,中国上市公司协会上市公司行业分类标准,008001,Scientific Research and Technical Services,0,0
M73,研究和试验发展,,中国上市公司协会上市公司行业分类标准,008001,Research and Experimental Development,M,2
M731,自然科学研究和试验发展,,中国上市公司协会上市公司行业分类标准,008001,Natural Science Research and Experimental Development,M73,3
M732,工程和技术研究和试验发展,,中国上市公司协会上市公司行业分类标准,008001,Engineering and Technology Research and Experimental Development,M73,3
M733,农业科学研究和试验发展,,中国上市公司协会上市公司行业分类标准,008001,Agricultural Science Research and Experimental Development,M73,3
M734,医学研究和试验发展,,中国上市公司协会上市公司行业分类标准,008001,Medical Research and Experimental Development,M73,3
M735,社会人文科学研究,,中国上市公司协会上市公司行业分类标准,008001,Social and Humanities Science Research,M73,3
M74,专业技术服务业,,中国上市公司协会上市公司行业分类标准,008001,Professional Technical Services,M,2
M741,气象服务,,中国上市公司协会上市公司行业分类标准,008001,Meteorological Services,M74,3
M742,地震服务,,中国上市公司协会上市公司行业分类标准,008001,Seismic Services,M74,3
M743,海洋服务,,中国上市公司协会上市公司行业分类标准,008001,Marine Services,M74,3
M744,测绘地理信息服务,,中国上市公司协会上市公司行业分类标准,008001,Mapping Geographic Information Services,M74,3
M745,质检技术服务,,中国上市公司协会上市公司行业分类标准,008001,Quality Inspection Technology Services,M74,3
M746,环境与生态监测检测服务,,中国上市公司协会上市公司行业分类标准,008001,Environmental and Ecological Monitoring and Testing Services,M74,3
M747,地质勘查,,中国上市公司协会上市公司行业分类标准,008001,Geological Exploration,M74,3
M748,工程技术与设计服务,,中国上市公司协会上市公司行业分类标准,008001,Engineering Technology and Design Services,M74,3
M749,工业与专业设计及其他专业技术服务,,中国上市公司协会上市公司行业分类标准,008001,Industrial and Professional Design and Other Professional Technical Services,M74,3
M75,科技推广和应用服务业,,中国上市公司协会上市公司行业分类标准,008001,Technology Promotion and Application Services,M,2
M751,技术推广服务,,中国上市公司协会上市公司行业分类标准,008001,Technology Promotion Services,M75,3
M752,知识产权服务,,中国上市公司协会上市公司行业分类标准,008001,Intellectual Property Services,M75,3
M753,科技中介服务,,中国上市公司协会上市公司行业分类标准,008001,Science and Technology Intermediary Services,M75,3
M754,创业空间服务,,中国上市公司协会上市公司行业分类标准,008001,Entrepreneurship Space Services,M75,3
M759,其他科技推广服务业,,中国上市公司协会上市公司行业分类标准,008001,Other Science and Technology Promotion Services,M75,3
N,水利、环境和公共设施管理业,,中国上市公司协会上市公司行业分类标准,008001,"Water Conservancy, Environment and Public Utilities Management",0,0
N76,水利管理业,,中国上市公司协会上市公司行业分类标准,008001,Water Conservancy Management,N,2
N761,防洪除涝设施管理,,中国上市公司协会上市公司行业分类标准,008001,Flood Control and Drainage Facilities Management,N76,3
N762,水资源管理,,中国上市公司协会上市公司行业分类标准,008001,Water Resources Management,N76,3
N763,天然水收集与分配,,中国上市公司协会上市公司行业分类标准,008001,Natural Water Collection and Distribution,N76,3
N764,水文服务,,中国上市公司协会上市公司行业分类标准,008001,Hydrological Services,N76,3
N769,其他水利管理业,,中国上市公司协会上市公司行业分类标准,008001,Other Water Conservancy Management,N76,3
N77,生态保护和环境治理业,,中国上市公司协会上市公司行业分类标准,008001,Ecological Protection and Environmental Governance,N,2
N771,生态保护,,中国上市公司协会上市公司行业分类标准,008001,Ecological Protection,N77,3
N772,环境治理业,,中国上市公司协会上市公司行业分类标准,008001,Environmental Governance,N77,3
N78,公共设施管理业,,中国上市公司协会上市公司行业分类标准,008001,Public Facility Management,N,2
N781,市政设施管理,,中国上市公司协会上市公司行业分类标准,008001,Municipal Facility Management,N78,3
N782,环境卫生管理,,中国上市公司协会上市公司行业分类标准,008001,Environmental Health Management,N78,3
N783,城乡市容管理,,中国上市公司协会上市公司行业分类标准,008001,Urban and Rural Appearance Management,N78,3
N784,绿化管理,,中国上市公司协会上市公司行业分类标准,008001,Greening Management,N78,3
N785,城市公园管理,,中国上市公司协会上市公司行业分类标准,008001,Urban Park Management,N78,3
N786,游览景区管理,,中国上市公司协会上市公司行业分类标准,008001,Tourist Attractions Management,N78,3
N79,土地管理业,,中国上市公司协会上市公司行业分类标准,008001,Land Management,N,2
N791,土地整治服务,,中国上市公司协会上市公司行业分类标准,008001,Land Consolidation Services,N79,3
N792,土地调查评估服务,,中国上市公司协会上市公司行业分类标准,008001,Land Survey and Assessment Services,N79,3
N793,土地登记服务,,中国上市公司协会上市公司行业分类标准,008001,Land Registration Services,N79,3
N794,土地登记代理服务,,中国上市公司协会上市公司行业分类标准,008001,Land Registration Agency Services,N79,3
N799,其他土地管理服务,,中国上市公司协会上市公司行业分类标准,008001,Other Land Management Services,N79,3
O,居民服务、修理和其他服务业,,中国上市公司协会上市公司行业分类标准,008001,"Resident Services, Repairing and Other Services",0,0
O80,居民服务业,,中国上市公司协会上市公司行业分类标准,008001,Resident Services,O,2
